,omid,openalex_id,type
9343,meta:br/06110457144,W2895710697 W4289436982,journal article
12024,meta:br/061402101622,W2895827213 W3182962787,book
16228,meta:br/06102570788,W2896768070 W4246327520,book
13068,meta:br/061502076197,W2897240545 W4253213084 W4241773311,book
7124,meta:br/06601250103,W2897451647 W2347392492,journal article
9406,meta:br/06802376656,W2897622394 W2907481094,book
1870,meta:br/062302139330,W2897914597 W3088495780,book
96,meta:br/0620956886,W289853117 W2914540557,journal article
10403,meta:br/069050564,W2898729046 W4243206271,book
16323,meta:br/061901690416,W289906015 W3192449195,journal article
8082,meta:br/06701456523,W2899100401 W4289360007,book
2464,meta:br/062401961179,W2899123878 W4234119458,book
10079,meta:br/06901939310,W2899506484 W4230399888,journal article
13241,meta:br/061502389979,W2900033541 W4298262550,journal article
11636,meta:br/061303155710,W2900080405 W2768732615,reference entry
4022,meta:br/062602664130,W2900107552 W3201640593,book
4940,meta:br/06302401229,W2901248267 W4242509239,journal article
14329,meta:br/061701729884,W2901374394 W4295067797,journal article
13908,meta:br/06101742441,W2901610667 W4233662426,book
2514,meta:br/062402078750,W2901649777 W2901963717,journal article
2649,meta:br/062402971436,W2901733309 W4297924487,book chapter
3705,meta:br/062601855339,W2902095118 W9377977,journal article
14189,meta:br/0616051274,W2902100944 W2971056574,book
1427,meta:br/0622049515,W2902214605 W4245798566,book
15816,meta:br/06180298882,W2902229051 W2006415639,journal article
7949,meta:br/06701213285,W2902397868 W1584463377,journal article
6829,meta:br/06503880138,W2902773460 W4294366816,journal article
9756,meta:br/068049835,W2903364773 W3127086325,book
8621,meta:br/067053290,W2903405329 W4288639928,book
16011,meta:br/06102493422,W2904067674 W4237509208,journal article
2665,meta:br/0610857705,W2904669219 W2024984110,journal article
5006,meta:br/06302564958,W2904711817 W4236504326,book
3024,meta:br/0610969768,W290472914 W18000727,journal article
10237,meta:br/06110854660,W2905047409 W2233152557,journal article
9430,meta:br/06802460572,W2905083061 W4247933456,book
10796,meta:br/061202163659,W2905221806 W4211190234,book
12681,meta:br/0614045746,W2905363269 W4289122748 W4289122677,book
13660,meta:br/061601826386,W2905818955 W3028086644,journal article
11241,meta:br/061301913131,W2905974827 W4234425591,book
13017,meta:br/061501905288,W2906519294 W4238268490,book
13662,meta:br/061601826628,W2906746564 W2991693997,journal article
3208,meta:br/062501722676,W2906811702 W2090084832,journal article
14426,meta:br/061702084514,W2906911901 W3217598803,journal article
12542,meta:br/061403072385,W2907130705 W2992916451,journal article
14356,meta:br/061701759932,W2907364736 W2409635048,journal article
5201,meta:br/061101806005,W2907742245 W4289299788,book
13363,meta:br/0615046966,W2907836516 W3161520962,book
16642,meta:br/0619045800,W2907880935 W3155292386 W2315349491,book
14319,meta:br/061701588906,W2907885792 W2410250203,journal article
2837,meta:br/06240968079,W2907934022 W2077563133,journal article
13962,meta:br/061602777567,W2907970713 W3128113981,journal article
14355,meta:br/061701759940,W2908422039 W2395915290,journal article
16469,meta:br/061902388899,W2908447517 W2908040317,journal article
13607,meta:br/061601742115,W290886736 W3010448941,journal article
284,meta:br/062101418122,W2909068687 W2212757987,book
11121,meta:br/061301314727,W2909287959 W3023954188,journal article
5722,meta:br/061102054314,W2910589697 W1486727657,journal article
14334,meta:br/061701729611,W2911033035 W3098395209,journal article
14652,meta:br/06170442102,W2911368654 W3168325776,journal article
7106,meta:br/06601098422,W2911375496 W1527988913,journal article
4286,meta:br/062709970,W2911481929 W1560527990,journal article
6633,meta:br/06501777924,W2911494404 W2401217238,journal article
13266,meta:br/061502578601,W2911539219 W3214927931,journal article
8319,meta:br/06702839902,W2911551360 W3199529153,journal article
5131,meta:br/061101768390,W2911579225 W322542489,journal article
16142,meta:br/06180825726,W2911598459 W3128204963,journal article
8338,meta:br/06702840215,W2911652731 W3198580212,journal article
1894,meta:br/062302372942,W2911674682 W3138237354,journal article
14641,meta:br/06170441984,W2911706476 W3175052468,journal article
16351,meta:br/061901690498,W2911810799 W3205456929,journal article
16528,meta:br/06190360971,W2911993437 W2395218095,journal article
2683,meta:br/06240353434,W2912029331 W305385326,journal article
4779,meta:br/06302205942,W2912109892 W2247003054,journal article
14660,meta:br/06170442249,W2912177467 W2461683738,journal article
5352,meta:br/0630361007,W2912257749 W3186465088,journal article
2848,meta:br/06250103686,W2912294000 W181630102,journal article
3939,meta:br/062602172720,W2912334538 W4213454213,book
14654,meta:br/06170442175,W2912647626 W90954303,journal article
5261,meta:br/06303309212,W2912666823 W220678833,journal article
8324,meta:br/06702839854,W2912727485 W159233492,journal article
2372,meta:br/062401689015,W2912866002 W1993661162,journal article
12904,meta:br/061501827489,W2912915684 W1599094045,journal article
12733,meta:br/06150109789,W2913242117 W2274352013,journal article
5797,meta:br/06401826011,W2913244229 W4289031294,journal article
16137,meta:br/06180825766,W2913260864 W1086519,journal article
8379,meta:br/06703465988,W2913325304 W2287049682,journal article
13674,meta:br/061601832072,W2913423182 W1536764549,journal article
10008,meta:br/06901783327,W2913489549 W2399287763,journal article
338,meta:br/062101683293,W2913502001 W2411932437,journal article
1224,meta:br/0610366098,W2913533058 W71740825,journal article
13374,meta:br/0615049620,W2913595952 W4236048380,book
1926,meta:br/062302372623,W2913701887 W2411074723,journal article
16829,meta:br/06201071631,W2913731006 W2023173423,journal article
9662,meta:br/06803473796,W2913759734 W2341296488,journal article
4293,meta:br/0627010050,W2913926881 W1491102851,journal article
3658,meta:br/062601612651,W2913941389 W2886021654,journal article
14637,meta:br/06170441776,W2913982847 W20975276,journal article
8708,meta:br/06801342421,W2914009361 W23612080,journal article
16477,meta:br/06190231634,W2914130958 W2052636194,journal article
5264,meta:br/06303309441,W2914160212 W1566494419,journal article
7103,meta:br/06601098513,W2914160973 W156712069,journal article
827,meta:br/062201154672,W2914209997 W2587677916,journal article
8335,meta:br/06702839917,W2914309305 W337728228,journal article
5275,meta:br/06303309343,W2914342092 W3137380248,journal article
8341,meta:br/06702840041,W2914453782 W3158724531,journal article
16867,meta:br/06201596262,W2914555501 W2993905353,journal article
5080,meta:br/06302629575,W2914588995 W4214845459,book
1910,meta:br/062302372700,W2914618979 W1566389235,journal article
13262,meta:br/061502578655,W2914682940 W324207421,journal article
5849,meta:br/06402219474,W2914732508 W142840666,journal article
1952,meta:br/062302405729,W2914891871 W4213451672,book
5562,meta:br/063503492,W2915014206 W2145988550,journal article
5267,meta:br/06303309583,W2915046551 W3200233520,journal article
11867,meta:br/061401333966,W2915070145 W4243066525,book
2759,meta:br/0624050734,W2915088635 W4246621048,book
6751,meta:br/06502602028,W2915387662 W4296980832 W1983034842,journal article
7469,meta:br/06602532741,W2915434558 W2905385612,book
16111,meta:br/06102503529,W291600182 W4298167383,book
6044,meta:br/0640302675,W2916179744 W2064516418,journal article
8167,meta:br/06701815895,W291618440 W4302343718,journal article
3938,meta:br/062602172788,W2916191228 W4253856092,book
3151,meta:br/062501432339,W2916419907 W227635093,journal article
6430,meta:br/064062305,W2916982647 W2488880971,book
2941,meta:br/062501217839,W2917353109 W3169228955,journal article
16069,meta:br/0618053204,W2917683682 W4252953611,book
3173,meta:br/062501432265,W2918014232 W2616105602,journal article
15472,meta:br/061801599844,W2918270351 W4213420384,book
5192,meta:br/061101805988,W2919149386 W4298289719,book
13816,meta:br/061602134751,W291928640 W4302199237,book
15488,meta:br/061801600068,W2920770830 W4211038568,book
16608,meta:br/0619043936,W2920955174 W3127846284,book
7443,meta:br/06602487424,W2921170648 W4289697513,book
5932,meta:br/06402532060,W2921315615 W2791389379,book
9679,meta:br/0611055017,W2921785188 W4250981979,book
5188,meta:br/061101805987,W2921914789 W4213250838,book
3316,meta:br/062502138449,W2921970043 W4235599490,book
12184,meta:br/061402375963,W2923113458 W2015048731,journal article
6948,meta:br/065044678,W2923174503 W4302793935,journal
17679,meta:br/062044292,W2923626539 W4236766777,book
15237,meta:br/061801055471,W2924231710 W2913821724,journal article
3582,meta:br/062601088963,W2924610357 W1976152561,journal article
7735,meta:br/06602860447,W2932055 W1534775457,journal article
10491,meta:br/061201403401,W2934024262 W4245216891,journal article
12780,meta:br/061501305485,W293673163 W4299524925,journal article
2708,meta:br/0624047492,W2936826296 W849442384,book
13413,meta:br/06150832392,W2939375227 W2023683525,journal article
2349,meta:br/062401455803,W2940057729 W2129995669,journal article
11288,meta:br/061301959175,W2941135187 W4241457342,book
7095,meta:br/06601059549,W2941679369 W4288825047,proceedings
3945,meta:br/062602172729,W2942012185 W4300850178,book
11935,meta:br/061401779077,W2942327862 W2070040314,journal article
9906,meta:br/06901782755,W2942361592 W1526561464,journal article
8837,meta:br/06801610435,W2942766591 W4229729184,book
13373,meta:br/0615047760,W2943028521 W2942974226,book
13195,meta:br/061502151700,W2943503165 W2042923747,journal article
7762,meta:br/061102966432,W2944454298 W4230369298,reference entry
627,meta:br/062102863598,W2944908143 W4288351500 W2946503187,journal article
10696,meta:br/061202017290,W2945151458 W2945866462,journal article
15791,meta:br/06102386742,W2945343542 W2746933444,journal article
2628,meta:br/062402636882,W2945555667 W3213621115,journal article
15911,meta:br/06102483321,W2945604470 W2145377210,journal article
8572,meta:br/067046053,W2945630791 W4234695791,book
6734,meta:br/06502534263,W2945685213 W4244580934,book
863,meta:br/062201490401,W2945691534 W4289549675,book
17682,meta:br/062045490,W2945871124 W4254773905,book
14473,meta:br/061702603643,W2945879094 W4239902325,book
8200,meta:br/06702261585,W2946191879 W2088213541,journal article
10701,meta:br/061202017425,W2946406432 W2508164475,journal article
1798,meta:br/062301882248,W2946963959 W4301452670,book
7826,meta:br/0660439356,W2947157150 W2788451340,journal article
1221,meta:br/062202701107,W2947229441 W2056504826,journal article
123,meta:br/062101061286,W2947297033 W2017650032,journal article
2511,meta:br/062402078825,W2947441636 W2769555697,journal article
1293,meta:br/06220431277,W294759105 W2563487141,journal article
2521,meta:br/062402078747,W2947785165 W2947057668,journal article
13594,meta:br/061601731099,W2947842185 W4288408188,journal article
1875,meta:br/062302172236,W2947883978 W4213299372,book
2508,meta:br/062402078753,W2947888144 W2947220191,journal article
10693,meta:br/061202017197,W2948617424 W2739125038,journal article
10682,meta:br/061202017287,W2948677323 W2592621974,journal article
7734,meta:br/06602860317,W294872362 W183619129,journal article
7545,meta:br/06602613133,W2948766963 W2791349727,book
11621,meta:br/061302795574,W2949091772 W4302367421,journal article
2510,meta:br/062402078812,W2949095204 W2772282304,journal article
15719,meta:br/061802136373,W2949118163 W2595254008,book
13584,meta:br/061601730916,W2949291449 W4288345877,journal article
4995,meta:br/061101734814,W2949778519 W4289257280,journal article
5728,meta:br/06401687904,W2949989387 W2912304299,journal article
14514,meta:br/06102133417,W2950012322 W4299832997,journal article
4538,meta:br/06301729109,W2950228808 W4253232380,book
11334,meta:br/061302081269,W2950359968 W3128117341,journal article
13592,meta:br/061601730714,W2950390689 W3032485088,journal article
15582,meta:br/061801723130,W2950527013 W4289710347,journal article
2503,meta:br/062402078809,W2950606182 W2771830718,journal article
7219,meta:br/06602180491,W2950836066 W2559020815,journal article
15453,meta:br/061801599923,W2950840643 W4206922234,book
5771,meta:br/06401743573,W2950941793 W2953261045,journal article
10683,meta:br/061202017269,W2951083533 W2597878463,journal article
10730,meta:br/061202032811,W2951131078 W4289061028,book
13394,meta:br/06150632593,W2951233180 W4300566219,journal article
11622,meta:br/061302797676,W2951288875 W2467284353,journal article
13588,meta:br/061601730691,W2951688286 W3104810115,journal article
11658,meta:br/061303429703,W2951733865 W4289525234,journal article
3925,meta:br/062602165104,W2952082884 W2781141769,book
1690,meta:br/062301362160,W2952331871 W4286663080,book
16008,meta:br/06180581972,W2952350974 W4298350963,journal article
2529,meta:br/062402192384,W2952473482 W2119174476,journal article
13602,meta:br/061601731226,W2952477759 W4288484058,journal article
17308,meta:br/062023125,W2952511986 W2803635042 W4213127756,journal
2517,meta:br/062402078823,W2952629754 W2770250843,journal article
933,meta:br/062201910632,W2952732224 W4301225119,journal article
2515,meta:br/062402078746,W2952952898 W2810101890,journal article
9389,meta:br/06802376965,W2953127224 W4249696928,book
9440,meta:br/06802528102,W2953143999 W2580317877,book
4026,meta:br/062602715332,W2953187751 W4230150566 W4248828976,book
2513,meta:br/062402078807,W2953323922 W2774829754,journal article
17848,meta:br/062050441,W2953496691 W4255150495,book
12180,meta:br/061402250225,W2953574061 W4288086012,proceedings article
13910,meta:br/06101742450,W2953684561 W4255101161,book
6243,meta:br/064045485,W2953995294 W4249683133,book
12936,meta:br/061501834694,W2954005639 W4210529857,book
12803,meta:br/061501602168,W2954490296 W4213448753,book
13591,meta:br/061601730738,W2954569930 W2921728779,journal article
17745,meta:br/062049856,W2954783028 W4247911700,book
17748,meta:br/062049816,W2954866636 W2980589899,book
12847,meta:br/061501738350,W2955200345 W4245436908,book
6961,meta:br/065045470,W2955245845 W4255628562,book
17805,meta:br/062049854,W2955298431 W4243069487,book
17334,meta:br/06203022080,W2955405591 W2150051752,journal article
10707,meta:br/061202017247,W2955970819 W3164426494,journal article
4136,meta:br/06260475177,W2956481824 W2131802769,journal article
17647,meta:br/062037141,W2961114960 W2978671918,book
8446,meta:br/067032893,W2961478656 W4210870687,journal
15591,meta:br/061801758840,W2962222194 W4293258788,journal article
1027,meta:br/062202070606,W2963311710 W3180592001,book
7199,meta:br/06601836374,W2963391524 W3125437594,journal article
10474,meta:br/061201285060,W2964069757 W4298112428,journal article
785,meta:br/062201017639,W2964205835 W4300513395,journal article
15863,meta:br/06102481174,W2964653016 W2103152996,journal article
17138,meta:br/06202229031,W2964752397 W4207084002,book
13589,meta:br/061601730452,W2965288995 W4288143638,journal article
15454,meta:br/061801599847,W2965301820 W4213424963,book
12802,meta:br/061501602176,W2965823070 W4213435131,book
2512,meta:br/062402078755,W2965941516 W2810722565,journal article
4793,meta:br/06302306736,W2966146957 W1607139165,journal article
15860,meta:br/06102480887,W2966230561 W1989777957,journal article
6581,meta:br/06501488118,W2966317147 W4213423526,book
13520,meta:br/061601537917,W2966325990 W4213443419,book
3366,meta:br/062502610173,W2966631347 W4206950275,book
4960,meta:br/06302455186,W2967922385 W2008405888,journal article
9792,meta:br/0611064935,W2969174528 W4298097115,book
7363,meta:br/06602346992,W2969839704 W4286761188,book
16236,meta:br/061901328716,W2970043675 W4288286577,journal article
6828,meta:br/06503864464,W2970929303 W4206024246,journal article
17804,meta:br/062049858,W2971027272 W4244260963,book
15973,meta:br/0618045634,W2971029775 W4285487270,book
4753,meta:br/06302156384,W2971171734 W3122853436,journal article
13193,meta:br/061502151580,W2971277956 W2156628433,journal article
16561,meta:br/0619043905,W2971442391 W4245868163,book
10308,meta:br/0690355917,W2971688399 W2008468816,journal article
1152,meta:br/062202366640,W2971812012 W461447240,journal article
13147,meta:br/061502127385,W2972878660 W4299864355,book
6258,meta:br/064045455,W2972882508 W3163703475,book
1430,meta:br/0622049460,W2973006190 W4239529832,book
5567,meta:br/0636033140,W2973388615 W1960878161,journal article
5471,meta:br/0630574299,W2974296631 W2076546555,journal article
3494,meta:br/0625044897,W2974636300 W3214593550,book
10227,meta:br/06110833692,W2976831654 W2473590363,journal article
3528,meta:br/06250604194,W2977298256 W4302776735,journal article
4533,meta:br/06301729136,W2977370495 W4239768972,book
16589,meta:br/0619043928,W2977479083 W2972517894,book
17740,meta:br/062049863,W2977710175 W2626266342,book
5167,meta:br/06303211468,W2977984755 W1970431906,journal article
1425,meta:br/0622049573,W2978046528 W2495600310,book
1493,meta:br/0622049494,W2978084451 W3032686417,book
5409,meta:br/063044685,W2978106271 W4229572114,book
891,meta:br/062201709208,W2978117734 W2490176142,book
14454,meta:br/061702176521,W2978308590 W4211096368,book
16577,meta:br/0619043889,W2978334357 W2576109965,book
10207,meta:br/06902197052,W2978487836 W336683627,journal article
12719,meta:br/06140825666,W2978527270 W2045534627,journal article
1390,meta:br/0622049554,W2978589949 W2505519896,book
11919,meta:br/061401698878,W2978709259 W2488231772,book
17544,meta:br/062036967,W2978878374 W2981513117,book
7166,meta:br/06601730688,W2978911290 W2487450663,book
6278,meta:br/064045460,W2978918621 W2788271959,book
6251,meta:br/064045415,W2979066190 W2625465512,book
1450,meta:br/0622049468,W2979325008 W2483867635,book
6274,meta:br/064045482,W2979364862 W2483904813,book
5730,meta:br/06401733203,W2979382744 W2765765856,book
17778,meta:br/062049857,W2979462554 W2902806580,book
17732,meta:br/062049870,W2979494443 W2505585076,book
4539,meta:br/06301729141,W2979509025 W2953715339,book
15038,meta:br/0617052277,W2979531461 W580303517,book
6237,meta:br/064045403,W2979534874 W2899366314,book
17808,meta:br/062049834,W2979561693 W2497335772,book
11202,meta:br/061301715698,W2979576119 W2505273726,book
11203,meta:br/061301715783,W2979623314 W596102562,book
6228,meta:br/064045082,W2979632070 W2253811084,book
1485,meta:br/0622049486,W2979637376 W2553397883,book
1439,meta:br/0622049505,W2979639950 W2477208860,book
17722,meta:br/062049861,W2979667765 W2762819949,book
17635,meta:br/062037153,W2979676545 W2972480958,book
9714,meta:br/068042545,W2979706401 W2810963654,book
17726,meta:br/062049807,W2979711726 W2483117659,book
1964,meta:br/062302620964,W2979735625 W2492674495,book
1965,meta:br/062302620988,W2979738684 W2504243224,book
1421,meta:br/0622049502,W2979777338 W3017663940,book
5732,meta:br/06401740501,W2979859493 W2498178301,book
6654,meta:br/06502230298,W2979861818 W2615224658,book
1379,meta:br/0622049519,W2979879675 W2588018554,book
6269,meta:br/064045405,W2979915350 W2725318353,book
9519,meta:br/0611044841,W2979917156 W2619870687,book
7860,meta:br/066046569,W2979948596 W2921383598,book
17788,meta:br/062049850,W2979959358 W4301005348,book
7351,meta:br/06602346946,W2979966220 W4288819053,book
10396,meta:br/069050569,W2979969315 W2483310030,book
3991,meta:br/062602630562,W2980014744 W4230116375,book
9606,meta:br/06802836534,W2980020364 W2476658130,book
16613,meta:br/0619043906,W2980035027 W2886736085,book
15049,meta:br/0617052258,W2980076463 W2475836973,book
9570,meta:br/0611044882,W2980077547 W2485984859,book
7262,meta:br/06602180520,W2980084062 W2532587338,journal article
10361,meta:br/069050566,W2980181384 W2742480801,book
6265,meta:br/064045465,W2980260152 W2501107293,book
15035,meta:br/0617052263,W2980331148 W2791670431,book
17733,meta:br/062049929,W2980362159 W2499957915,book
7403,meta:br/06602383710,W2980381637 W4205680250 W3011208783,book
1438,meta:br/0622049453,W2980395015 W2504372143,book
15052,meta:br/0617052276,W2980420841 W580259310,book
329,meta:br/062101572566,W2980603791 W3154888194,journal article
17644,meta:br/062037172,W2980617595 W2480201908,book
6230,meta:br/064045447,W2980653442 W2484321298,book
6267,meta:br/064045468,W2980669914 W2498023166,book
17802,meta:br/062049873,W2980680697 W2488863319,book
2272,meta:br/062401035397,W2980700965 W2418427049,book
5424,meta:br/063044711,W2980860056 W2481922748,book
1456,meta:br/0622049596,W2980975954 W2498021985,book
16590,meta:br/0619043871,W2981032716 W2574197785,book
10766,meta:br/061202134190,W2981035973 W2922390606,book
17584,meta:br/062036745,W2981067844 W2481301600,book
17837,meta:br/062049831,W2981106075 W594950487,book
9541,meta:br/0611044901,W2981156741 W2282425344,book
3309,meta:br/062502101911,W2981157861 W4248465740,book
15007,meta:br/0617052267,W2981171386 W4210987891,book
11922,meta:br/061401698882,W2981176564 W648343883,book
6242,meta:br/064045442,W2981191390 W2891393759,book
11199,meta:br/061301715693,W2981191767 W2478708325,book
13911,meta:br/06101742414,W2981192362 W2579135124,book
17601,meta:br/062036964,W2981202158 W2491271907,book
280,meta:br/062101337613,W2981237016 W2800000596,journal article
1470,meta:br/0622049476,W2981265590 W2486558741,book
17719,meta:br/062049868,W2981278871 W2489275795,book
16559,meta:br/0619043934,W2981305205 W4298082138,book
16492,meta:br/061902601826,W2981385539 W2130398798,journal article
1432,meta:br/0622049495,W2981392548 W2488743644,book
17539,meta:br/062036980,W2981467392 W2479514500,book
17548,meta:br/062036939,W2981529645 W2477788255,book
10354,meta:br/069050562,W2981564162 W2979323583,book
17604,meta:br/062036941,W2981585631 W2551651985,book
10428,meta:br/069055716,W2981593702 W4213090845,book
1503,meta:br/0622049513,W2981602841 W3173645359,book
1399,meta:br/0622049611,W2981604601 W2501956582,book
17699,meta:br/062049934,W2981652749 W2499515406,book
1449,meta:br/0622049602,W2981691369 W2476666283,book
17845,meta:br/062050440,W2981746895 W4240121974,book
16415,meta:br/061901995330,W2981747754 W2743704101,book
5108,meta:br/06302809210,W2981828941 W2478165547,book
17538,meta:br/062036944,W2981983648 W2588862332,book
1391,meta:br/0622049503,W2981994895 W16311607,book
9716,meta:br/068042528,W2982223039 W4256226749,book
13217,meta:br/06150215412,W2982302123 W4237369053,journal article
6024,meta:br/06402816141,W2982305262 W2479987276,book
1967,meta:br/062302621015,W2982383549 W2494056440,book
817,meta:br/062201154544,W2982523987 W2792206603,journal article
1506,meta:br/0622049487,W2982543846 W2495425954,book
8450,meta:br/0670412011,W2982674536 W2496283073,book
5940,meta:br/06402561102,W2982714550 W2800877564,journal article
12434,meta:br/061402553986,W2982757070 W196661123,journal article
9597,meta:br/06802836458,W2983088410 W400024302,book
13042,meta:br/061501926733,W2983290568 W4252299377,book
9722,meta:br/068042531,W2983341769 W4241924889,book
15013,meta:br/0617052285,W2983355769 W2480405825,book
17531,meta:br/06203867858,W2983395819 W4289022559,journal article
4209,meta:br/0626054656,W2983425519 W4300977925,book
9527,meta:br/0611044849,W2983753983 W2516650323,book
10188,meta:br/06902067445,W2983957191 W1608722997,journal article
1370,meta:br/0622049558,W2984129001 W2442655763,book
2274,meta:br/062401044448,W2984274243 W1998431620,journal article
16530,meta:br/06190389726,W2984290295 W3026505712,journal article
1481,meta:br/0622049575,W2984314590 W626373522,book
17774,meta:br/062049921,W2984832717 W2488907217,book
1053,meta:br/062202175891,W2985169225 W4213459080,book
6233,meta:br/064045471,W2985802906 W595035951,book
10923,meta:br/0612042914,W2986008210 W4251123870,book
13619,meta:br/061601760251,W2986034896 W2062458651,journal article
4791,meta:br/06302281223,W2986073748 W754771801,book
17772,meta:br/062049839,W2986315666 W2491261819,book
16070,meta:br/0618053036,W2986738873 W4300562728,book
15812,meta:br/061802880512,W2988248244 W2487593796,book
10659,meta:br/061201983869,W2988437763 W1498803656 W4285667930,book
5410,meta:br/063044710,W2988613379 W2498848400,book
14671,meta:br/0617044403,W2988720863 W3021579938,book
9453,meta:br/06802589170,W2989228164 W2921332767,book
360,meta:br/062101729460,W2989728627 W4237296139,book
12686,meta:br/0614047500,W2989895458 W4298327386,journal
8449,meta:br/0670412001,W2989978955 W2482211484,book
9555,meta:br/0611044842,W2990090967 W2615146461,book
15040,meta:br/0617052246,W2990130194 W2488819466,book
15039,meta:br/0617052265,W2990359459 W2726437973,book
4233,meta:br/06260644603,W2990441777 W2147495668,journal article
10531,meta:br/061201865224,W2990483114 W2583182224,journal article
15036,meta:br/0617052260,W2990525210 W3081666032,book
1498,meta:br/0622049490,W2990931268 W2498841970,book
12201,meta:br/061402376283,W2991045450 W2155037610,journal article
15793,meta:br/061802590920,W2991240513 W2897005035,journal article
17834,meta:br/062049897,W2991481782 W645654084,book
1519,meta:br/0622049504,W2991607599 W2495524955,book
355,meta:br/062101718184,W2991698226 W4302081589,journal article
2097,meta:br/06230441973,W2992093532 W4211013351,journal article
13733,meta:br/061602091378,W2992150458 W2899553106,journal article
10501,meta:br/061201582496,W2992199447 W2045125001,journal article
661,meta:br/062103282751,W2992400298 W4300091347,journal article
4370,meta:br/06301296023,W2992530271 W2074663369,journal article
13659,meta:br/061601826367,W2992671956 W2905810055,journal article
3235,meta:br/062501824678,W2992744930 W2473547306,journal article
17760,meta:br/062049803,W2993277379 W2898656213,book
10498,meta:br/061201582877,W2993318186 W3166427503,journal article
13572,meta:br/061601591282,W2993385836 W181226716,journal article
2518,meta:br/062402078751,W2993390076 W2810234989,journal article
15954,meta:br/06180386840,W2993550756 W2943101513,journal article
2095,meta:br/06230441963,W2993604989 W4233879416,journal article
4523,meta:br/06301656408,W2993668538 W161681798,journal article
11106,meta:br/061301129186,W2993670056 W2952997274,journal article
793,meta:br/06220109023,W2993837864 W4247139800,journal
1734,meta:br/06103877963,W2994024536 W4213140375,journal article
12797,meta:br/061501586126,W2994162319 W2198411932,journal article
8172,meta:br/06701815238,W299451712 W4237444630,journal article
15692,meta:br/061802029485,W2994699427 W4297957353,journal article
8590,meta:br/067047432,W2994837665 W2993580935,book
1890,meta:br/062302372483,W2994841387 W3157827392,journal article
17793,meta:br/062049852,W2994937913 W2180210130,book
7828,meta:br/066040274,W2994998625 W4207072219,book
1373,meta:br/0622049462,W2995064473 W2956072790,book
11800,meta:br/06130949023,W2995250589 W2995401770,journal article
17794,meta:br/062049901,W2995348088 W640769295,book
14375,meta:br/061701837541,W2995419001 W2483924369,journal article
4127,meta:br/06260376239,W2995461867 W340388044,journal article
7863,meta:br/066046563,W2995673008 W2971899996,book
16816,meta:br/06190830596,W2995718598 W2935952793,journal article
4122,meta:br/06260375794,W2996088542 W3186695572,journal article
16240,meta:br/061901330792,W2996286533 W4288606443,journal article
8581,meta:br/067046963,W2996320804 W4247043685,book
13321,meta:br/061503341616,W2996921180 W3184178904,journal article
2516,meta:br/062402078749,W2996942008 W2810102213,journal article
11770,meta:br/06130948756,W2996991497 W1973824449,journal article
13652,meta:br/061601826190,W2997071326 W2113715172,journal article
16206,meta:br/061901071047,W2997174074 W1578613352,journal article
9656,meta:br/06803473651,W2997464554 W2401074552,journal article
6616,meta:br/06501743297,W2997674541 W3105560390,journal article
13964,meta:br/06101783116,W299840205 W2711433476,journal article
3674,meta:br/062601750566,W2998478749 W3098094850,journal article
7836,meta:br/066043936,W2998637811 W4300814440,book
12194,meta:br/061402375888,W2998765460 W2163001631,journal article
121,meta:br/062101061210,W2999097796 W2070035845,journal article
6328,meta:br/064046795,W2999373837 W1555124167,book
15855,meta:br/06102480886,W2999853303 W3021140069,journal article
3804,meta:br/062602065233,W2999912090 W2908147013,book
2744,meta:br/0624050795,W3000126840 W4299645388,book
14655,meta:br/06170442149,W3000680783 W3201938848,journal article
12816,meta:br/061501665481,W3002610622 W2036274619,journal article
335,meta:br/062101683760,W3003124411 W2418539616,journal article
7264,meta:br/06602180493,W3003184677 W2558165687,journal article
10567,meta:br/061201865179,W3003731226 W4252953302,journal article
13853,meta:br/061602142942,W3003773975 W3030161423,book
8190,meta:br/06702187115,W300413771 W2912906979,journal article
2955,meta:br/062501218298,W3004146524 W2404947067,journal article
10660,meta:br/061201983745,W3004516708 W4232818460,book
5693,meta:br/06401616655,W3004519368 W4207044917,book
10657,meta:br/061201983751,W3004543743 W4251764808,book
5684,meta:br/061102049568,W3004830519 W4205437155,book
17753,meta:br/062049815,W3005193279 W4229939048,book
1445,meta:br/0622049463,W3005520967 W4241687989,book
5931,meta:br/06402525479,W3005648385 W1873323484,journal article
15829,meta:br/061803102177,W3005766075 W2062861123,journal article
11630,meta:br/061302926318,W3005996645 W4298291070,proceedings article
3802,meta:br/062602065164,W3006374838 W4232609519,book
13817,meta:br/061602134797,W3007043405 W2000549336,book
12674,meta:br/0614043443,W3007045337 W4231106612,book
4207,meta:br/0626050256,W3007779269 W4285081313,book
5425,meta:br/063044686,W3008184692 W4211092110,book
13037,meta:br/061501926727,W3008500113 W4211254399,book
4858,meta:br/06302319577,W3009275576 W2802048748,book
1208,meta:br/062202564359,W3009974922 W4200264800,journal article
8640,meta:br/0670646261,W3010041932 W1976806916,journal article
4958,meta:br/06302455983,W3010081546 W2024022233,journal article
6198,meta:br/0640452873,W3010390542 W3089303420,journal article
17832,meta:br/062049846,W3010545239 W3030434194,book
13346,meta:br/06150442745,W3010829619 W2596067803,journal article
2504,meta:br/062402078804,W3010833465 W2773432127,journal article
5679,meta:br/061102048141,W3011154833 W4213425405,book
10704,meta:br/061202017210,W3011312424 W2718515953,journal article
